tconst,startYear,runtimeMinutes,budget,production_companies,original_language,origin_country,top_3_cast,director,keywords,genres,certification_us,release_date,profitable
tt13223398,2022,93.0,36000000.0,"[62693, 49968, 33, 1778]",en,['US'],"[{'id': 17605, 'popularity': 5.6534}, {'id': 1438277, 'popularity': 0.9993}, {'id': 1877835, 'popularity': 0.395}]","[{'id': 67813, 'popularity': 1.0992}]",[11338],"[28, 12, 27, 53, 18]",R,2022-08-11,0
tt12593682,2022,127.0,90000000.0,"[121470, 5]",en,['US'],"[{'id': 287, 'popularity': 10.7427}, {'id': 125025, 'popularity': 4.8598}, {'id': 27428, 'popularity': 3.401}]","[{'id': 40684, 'popularity': 2.2024}]","[10364, 233, 782, 818, 2708, 11435, 13008, 157904, 163228, 166479, 179431, 188735, 206041, 225541, 244672, 251756, 290674, 305834, 329372, 358674]","[28, 35, 53]",R,2022-08-03,1
tt4131800,2017,99.0,6000000.0,"[1632, 7225, 57031, 111718]",en,"['CA', 'US']","[{'id': 15762, 'popularity': 3.7584}, {'id': 94481, 'popularity': 0.758}, {'id': 74368, 'popularity': 0.9227}]","[{'id': 1363226, 'popularity': 0.1878}]","[6054, 3289, 5734, 10542, 189092, 267848, 269769]","[10751, 16, 12, 14]",PG,2017-10-05,1
tt28249919,2024,84.0,2000000.0,"[8850, 250844]",en,['US'],"[{'id': 3775598, 'popularity': 0.5598}, {'id': 140, 'popularity': 3.9227}, {'id': 1293892, 'popularity': 1.0135}]","[{'id': 1884, 'popularity': 1.8145}]","[1157, 586, 3358, 9872, 10188, 12565, 33711, 34079, 158142, 162846, 163053, 178649, 205734, 209941, 222030, 240237, 240303, 240315, 240485, 256183, 287803, 295907, 308339, 315058, 347890, 347891, 347892]","[18, 27, 53]",R,2025-01-17,1
tt1946502,2019,87.0,45000000.0,"[71194, 2787, 69484, 47729]",en,"['CA', 'US']","[{'id': 155488, 'popularity': 0.7722}, {'id': 1005852, 'popularity': 2.2801}, {'id': 292445, 'popularity': 0.523}]","[{'id': 12079, 'popularity': 0.4937}]","[4344, 10542, 233689, 275089]","[16, 10402, 10751, 35]",PG,2019-05-01,0
tt7524414,2019,101.0,25000.0,[98586],en,['GB'],"[{'id': 1942849, 'popularity': 0.3338}, {'id': 42279, 'popularity': 1.8783}, {'id': 138382, 'popularity': 0.1384}]","[{'id': 238591, 'popularity': 0.365}]","[6054, 388, 182266, 210608]","[18, 35, 10402]",NR,2019-05-17,1
tt10298810,2022,105.0,200000000.0,[3],en,['US'],"[{'id': 16828, 'popularity': 4.5556}, {'id': 74688, 'popularity': 4.2487}, {'id': 21198, 'popularity': 0.6907}]","[{'id': 7929, 'popularity': 0.4637}]","[1521, 3289, 4379, 3801, 4862, 10158, 9743, 15285, 179430, 179431, 242214, 278823, 325765]","[16, 878, 10751, 12]",PG,2022-06-15,0
tt0803096,2016,123.0,160000000.0,"[923, 507, 16028]",en,['US'],"[{'id': 77700, 'popularity': 3.6316}, {'id': 52851, 'popularity': 2.7886}, {'id': 11107, 'popularity': 2.1691}]","[{'id': 81850, 'popularity': 0.6947}]","[603, 604, 2343, 10085, 13084, 18092, 41645, 177912, 188265, 189113, 192913, 192914, 207779, 234213, 263333, 344646, 344647]","[28, 12, 14]",PG-13,2016-05-25,1
tt16428256,2022,122.0,13000000.0,"[3756, 128616, 104184, 8157, 128617, 2073, 2883, 882]",ja,['JP'],"[{'id': 1564419, 'popularity': 1.2874}, {'id': 1256882, 'popularity': 1.802}, {'id': 110058, 'popularity': 1.3331}]","[{'id': 74091, 'popularity': 3.09}]","[2343, 3255, 5096, 6397, 9935, 10809, 11322, 41557, 68646, 161318, 189092, 210024, 303466, 322149, 322942, 324018, 325777, 349239]","[16, 18, 12, 14]",PG,2022-11-11,1
tt10545296,2023,157.0,100000000.0,"[1632, 5420, 161357, 264]",en,['US'],"[{'id': 1524100, 'popularity': 1.9803}, {'id': 2217977, 'popularity': 3.3435}, {'id': 22970, 'popularity': 3.6543}]","[{'id': 10943, 'popularity': 1.7744}]","[5600, 818, 1395, 1721, 1310, 4565, 2187, 4759, 8570, 9675, 10349, 9826, 10794, 13031, 14643, 156828, 206298, 242214, 246466, 295702, 296608]","[878, 28]",PG-13,2023-11-15,1
tt32298285,2025,114.0,7000000.0,"[67412, 262512, 259563, 49, 233580, 58747]",es,['ES'],"[{'id': 16972, 'popularity': 0.8068}, {'id': 4180392, 'popularity': 0.1122}, {'id': 5362709, 'popularity': 0.211}]","[{'id': 1048523, 'popularity': 0.3641}]","[3221, 33088, 34136, 182273, 325804, 325811, 325844]","[18, 53]",R,2025-06-06,0
tt11075264,2022,148.0,2450634.0,"[93129, 162466]",ml,['IN'],"[{'id': 1263974, 'popularity': 0.9424}, {'id': 2016021, 'popularity': 0.3997}, {'id': 3536286, 'popularity': 0.6559}]","[{'id': 1649681, 'popularity': 0.1815}]",[],"[35, 18, 28]",,2022-08-12,1
tt21027780,2023,81.0,1480000.0,"[706, 79811, 140]",fi,['FI'],"[{'id': 1364782, 'popularity': 0.4004}, {'id': 226030, 'popularity': 0.3578}, {'id': 16775, 'popularity': 0.3705}]","[{'id': 16767, 'popularity': 1.1103}]","[1787, 732, 1005, 7464, 9840, 9957, 197940, 233488, 252606, 274951, 281237, 304250, 305161, 321210]","[10749, 35, 18]",NR,2023-09-14,1
tt10954652,2021,108.0,18000000.0,"[33, 10338, 12236]",en,['US'],"[{'id': 258, 'popularity': 1.9381}, {'id': 1080195, 'popularity': 1.346}, {'id': 17328, 'popularity': 3.2708}]","[{'id': 11614, 'popularity': 2.7297}]","[966, 1157, 222, 10685, 1521, 4562, 3343, 9758, 3667, 4995, 11254, 11060, 9826, 13092, 14724, 18035, 18712, 33694, 34079, 181324, 198500, 211431, 220800, 236231, 237370, 239390, 240485, 244949, 249845, 270319, 283085, 325743, 325776, 325818]","[53, 9648, 27]",PG-13,2021-07-21,1
tt4682266,2020,94.0,67000000.0,"[127928, 28788, 5219, 7505]",en,['US'],"[{'id': 1827498, 'popularity': 1.1442}, {'id': 1448222, 'popularity': 2.5423}, {'id': 1181313, 'popularity': 3.4112}]","[{'id': 1053420, 'popularity': 0.5292}]","[9715, 1852, 9717, 155030, 206219, 309029, 314730, 316832, 325773]","[878, 27]",PG-13,2020-04-02,0
tt6146586,2019,130.0,55000000.0,"[3528, 1632, 23008]",en,['US'],"[{'id': 6384, 'popularity': 8.8351}, {'id': 4587, 'popularity': 5.9587}, {'id': 6972, 'popularity': 3.9049}]","[{'id': 40644, 'popularity': 1.3836}]","[242, 779, 8045, 1623, 2908, 3271, 4553, 7041, 9663, 10291, 13116, 18103, 188955, 200235, 206041, 252153, 257090, 373589]","[28, 53, 80]",R,2019-05-15,1
tt5614612,2017,90.0,4000000.0,"[8046, 33916, 34259, 34625]",es,['ES'],"[{'id': 69310, 'popularity': 1.2639}, {'id': 19803, 'popularity': 0.7228}, {'id': 1425019, 'popularity': 1.9918}]","[{'id': 989512, 'popularity': 0.3235}]","[1533, 10794, 3623, 158279, 164148]","[9648, 18, 80, 53]",,2017-01-19,0
tt4991384,2015,117.0,325000.0,[26968],ta,['IN'],"[{'id': 1114581, 'popularity': 0.2161}, {'id': 585397, 'popularity': 0.9997}, {'id': 1361991, 'popularity': 0.4398}]","[{'id': 550172, 'popularity': 0.521}]","[7542, 11734, 166582, 181093, 186782]","[53, 80, 18]",,2016-02-04,1
tt2557478,2018,111.0,150000000.0,"[923, 101082]",en,['US'],"[{'id': 236695, 'popularity': 1.3481}, {'id': 928572, 'popularity': 2.746}, {'id': 1683343, 'popularity': 4.3281}]","[{'id': 1213074, 'popularity': 0.3636}]","[9678, 4776, 233, 6092, 1299, 310, 83, 1617, 11109, 2227, 11100, 4263, 4409, 5373, 5984, 10125, 7939, 9823, 9663, 9951, 10683, 9685, 10046, 10891, 11265, 12369, 13031, 14544, 14760, 15009, 18522, 18543, 156783, 158773, 161791, 166594, 183787, 188178, 213305, 218032, 220903, 223604, 229607, 230333, 253652, 259981, 275682, 303918, 325796]","[28, 14, 878, 12]",PG-13,2018-03-21,0
tt1780967,2019,102.0,8000000.0,"[7625, 290, 96571]",en,['US'],"[{'id': 37917, 'popularity': 3.9955}, {'id': 85065, 'popularity': 2.6673}, {'id': 53650, 'popularity': 3.3801}]","[{'id': 1369361, 'popularity': 0.2495}]","[1326, 1812, 4098, 9672, 10131, 12670, 18420, 208992]","[53, 18]",,2019-12-13,0
tt1590193,2018,104.0,30000000.0,"[694, 356, 99132, 23513]",en,['FR'],"[{'id': 3896, 'popularity': 5.3989}, {'id': 17178, 'popularity': 2.9305}, {'id': 4783, 'popularity': 3.2662}]","[{'id': 59521, 'popularity': 0.8731}]","[10410, 13008]","[28, 53, 9648]",PG-13,2018-01-11,1
tt31036941,2025,133.0,180000000.0,"[33, 56]",en,['US'],"[{'id': 1245, 'popularity': 11.4332}, {'id': 932967, 'popularity': 2.8442}, {'id': 80860, 'popularity': 3.6286}]","[{'id': 129894, 'popularity': 1.0552}]","[2041, 3269, 1720, 1770, 9663, 9743, 12616, 18035, 244157, 319467, 325828]","[878, 12, 28]",PG-13,2025-06-23,1
tt7946422,2018,100.0,4000000.0,"[1473, 13240, 95434, 86036, 107910, 6705, 119455]",en,"['CA', 'US']","[{'id': 1981044, 'popularity': 2.6222}, {'id': 1253360, 'popularity': 9.0436}, {'id': 45405, 'popularity': 0.9356}]","[{'id': 1305412, 'popularity': 0.0963}, {'id': 1305411, 'popularity': 0.1133}]","[10349, 10158, 11606, 15354, 189212, 240303, 248863, 253023]",[878],R,2018-10-02,0
tt4216984,2025,103.0,25000000.0,"[33, 242184, 3172]",en,['US'],"[{'id': 984629, 'popularity': 1.0582}, {'id': 936970, 'popularity': 2.3053}, {'id': 3844059, 'popularity': 0.6978}]","[{'id': 2128, 'popularity': 1.1731}]","[1299, 305, 4375, 4550, 4232, 4884, 9844, 9720, 1897, 9714, 11155, 12564, 33574, 158126, 210614, 228001, 283085, 315058]","[27, 53]",R,2025-01-15,0
tt2620590,2017,90.0,500000.0,"[1632, 70969, 1020, 65518, 48738]",en,['US'],"[{'id': 10822, 'popularity': 1.6899}, {'id': 1488052, 'popularity': 0.4292}, {'id': 1522758, 'popularity': 0.54}]","[{'id': 81045, 'popularity': 0.2374}, {'id': 81044, 'popularity': 0.4028}]","[798, 10685, 1556, 10738, 9675, 11545, 12339, 12394, 155781, 301247, 301248, 301249]","[27, 53, 80, 18]",R,2017-09-14,1
tt35522483,2025,100.0,1200000.0,"[157740, 72063]",en,['CA'],"[{'id': 1144092, 'popularity': 0.7251}, {'id': 216057, 'popularity': 0.5148}, {'id': 1570400, 'popularity': 0.1426}]","[{'id': 1144092, 'popularity': 0.7251}]","[4227, 4379, 9755, 7312, 11800, 169079, 224231, 225012, 232956, 252104, 264670, 269709, 269769, 276775, 281237, 357034, 365971, 365972]","[35, 878, 12]",R,2026-02-02,1
tt6644200,2018,90.0,17000000.0,"[4, 2481, 29312]",en,['US'],"[{'id': 5081, 'popularity': 8.4237}, {'id': 17697, 'popularity': 7.0662}, {'id': 1815539, 'popularity': 0.9221}]","[{'id': 17697, 'popularity': 7.0662}]","[3725, 2407, 1643, 4458, 4862, 10656, 13031, 14909, 15025, 50009, 183787, 186497, 188953, 201864, 251667, 261264, 275077, 291354, 295907, 323910, 325818]","[27, 18, 878]",PG-13,2018-04-03,1
tt7690670,2018,116.0,16000000.0,"[5, 1885, 34]",en,['US'],"[{'id': 984055, 'popularity': 0.7964}, {'id': 1115984, 'popularity': 0.7445}, {'id': 39390, 'popularity': 1.867}]","[{'id': 1527715, 'popularity': 0.345}]","[417, 6149, 395, 2334, 5638, 10594, 15208, 33424, 180307, 188944, 202371, 244530, 266753, 311315, 314730, 316832, 325766, 325778, 325780]","[28, 80]",R,2018-06-13,0
tt8695030,2019,104.0,11000000.0,"[217605, 26995, 108243, 3555, 2801, 10146]",en,"['JP', 'SE', 'US']","[{'id': 1532, 'popularity': 2.7134}, {'id': 1023139, 'popularity': 2.6378}, {'id': 2838, 'popularity': 2.2035}]","[{'id': 4429, 'popularity': 1.1826}]","[4271, 1415, 904, 1227, 11687, 11034, 12377, 15090]","[35, 27]",R,2019-05-15,0
tt11813216,2022,114.0,20000000.0,"[127929, 2376, 6705, 22213]",en,"['GB', 'US']","[{'id': 72466, 'popularity': 4.9103}, {'id': 2039, 'popularity': 4.2771}, {'id': 62105, 'popularity': 3.5145}]","[{'id': 54472, 'popularity': 1.3095}]","[6054, 2041, 4144, 10123, 4730, 14765, 14985, 15111, 41368, 157791, 165518, 207876, 240485, 285576]","[18, 35]",R,2022-10-20,0
tt15078804,2023,104.0,12000000.0,"[41077, 138287]",en,['US'],"[{'id': 1659144, 'popularity': 0.6915}, {'id': 3063, 'popularity': 3.5723}, {'id': 150, 'popularity': 1.5183}]","[{'id': 1659144, 'popularity': 0.6915}]","[242, 2356, 4129, 3487, 2355, 5857, 3385, 8201, 158718, 204220, 210434, 236378, 237011, 239187, 240422, 281659, 309974, 319397, 324713, 325832, 325849, 325856]",[35],R,2024-03-01,0
tt9770150,2020,107.0,5000000.0,"[114776, 114777, 96168]",en,['US'],"[{'id': 3910, 'popularity': 2.8837}, {'id': 11064, 'popularity': 2.6702}, {'id': 2241214, 'popularity': 0.3604}]","[{'id': 1395183, 'popularity': 1.1214}]","[730, 4580, 818, 1197, 2832, 2981, 7312, 156052, 163795, 167043, 175421, 177703, 187056, 208975, 225219, 256556, 292593, 325784]",[18],R,2021-01-29,1
tt2325977,2015,112.0,10000000.0,"[7584, 9015, 10951, 1898, 856, 69247, 5353]",en,"['AU', 'IE']","[{'id': 2227, 'popularity': 5.9921}, {'id': 12763, 'popularity': 2.2426}, {'id': 1331, 'popularity': 2.7647}]","[{'id': 219961, 'popularity': 0.2503}]","[5657, 156948, 157906, 164044, 166490, 187056, 193760, 197430]","[18, 53, 9648]",R,2015-07-01,0
tt14846026,2022,91.0,6600000.0,"[62408, 182028, 11341]",fi,['FI'],"[{'id': 148012, 'popularity': 0.9568}, {'id': 76547, 'popularity': 0.9742}, {'id': 116265, 'popularity': 0.5791}]","[{'id': 145228, 'popularity': 0.4882}]","[1956, 2037, 156035, 207883, 225898, 280075, 312898, 353736, 372700, 372701, 372702, 372703, 372704, 372705]","[28, 10752, 53]",R,2022-09-09,0
tt4045450,2025,111.0,18000000.0,"[5, 551, 333, 3287, 22213]",en,['US'],"[{'id': 2420169, 'popularity': 1.4289}, {'id': 1642789, 'popularity': 2.7537}, {'id': 2286541, 'popularity': 1.2515}]","[{'id': 1721377, 'popularity': 0.5579}]","[5420, 3193, 9663, 9748, 9826, 10714, 12339, 13063, 15127, 155939, 159743, 164246, 177473, 179431, 187224, 202760, 202798, 309974, 315058, 323756, 325783, 325788]","[27, 53, 9648]",R,2025-07-16,1
tt4686844,2017,107.0,13000000.0,"[9, 7038, 91331, 591, 12406, 12407, 162294, 41813, 39509]",en,['GB'],"[{'id': 884, 'popularity': 3.6985}, {'id': 57461, 'popularity': 1.2018}, {'id': 4175, 'popularity': 1.9407}]","[{'id': 88926, 'popularity': 0.8007}]","[4630, 407, 1773, 10123, 8201, 5565, 9672, 6539, 15208, 34079, 34136, 162365, 169086, 173644, 197606, 208611, 325787, 325799]","[35, 18, 36]",R,2017-10-20,0
tt3741700,2019,132.0,170000000.0,"[923, 83645, 882]",en,['US'],"[{'id': 3497, 'popularity': 3.3607}, {'id': 21657, 'popularity': 3.003}, {'id': 1356210, 'popularity': 6.5764}]","[{'id': 11012, 'popularity': 0.6658}]","[534, 1680, 11100, 11220, 41501, 158126, 160198, 161791, 179430, 206959, 223059, 224673, 233369, 256941, 257384]","[878, 28]",PG-13,2019-05-29,0
tt31888477,2025,123.0,50000000.0,"[6196, 10146]",en,"['GB', 'US']","[{'id': 70904, 'popularity': 2.4508}, {'id': 19923, 'popularity': 1.862}, {'id': 4513, 'popularity': 1.5196}]","[{'id': 133502, 'popularity': 0.6569}]","[3202, 3692, 9663, 10965, 12995, 155697, 155759, 158718, 165193, 192772, 208570, 214548, 224106, 237667, 240303, 241738, 269769, 281072, 281659, 285398, 304976, 325761, 325769, 325781, 325782]","[18, 10749]",PG,2025-09-10,0
tt2547584,2016,133.0,20000000.0,"[7, 7294, 6735, 437]",en,"['US', 'GB']","[{'id': 17288, 'popularity': 3.5885}, {'id': 227454, 'popularity': 3.0586}, {'id': 3293, 'popularity': 4.5034}]","[{'id': 139098, 'popularity': 0.4753}]","[5657, 818, 6038, 4079, 8729, 17986, 196581, 207876, 313033]","[18, 10749]",PG-13,2016-09-02,0
tt5910280,2016,126.0,1000000.0,"[84678, 3491]",ko,['KR'],"[{'id': 75913, 'popularity': 2.049}, {'id': 21688, 'popularity': 1.6977}, {'id': 77188, 'popularity': 2.4669}]","[{'id': 1135240, 'popularity': 0.636}]","[10349, 10617, 12193, 18029, 18031, 157384, 207528, 261681]","[53, 18]",PG-13,2016-08-10,1
tt2119543,2018,105.0,42000000.0,"[7294, 34982, 56]",en,"['CA', 'IN', 'US']","[{'id': 70851, 'popularity': 5.3821}, {'id': 112, 'popularity': 3.65}, {'id': 1552636, 'popularity': 0.7457}]","[{'id': 16847, 'popularity': 1.2088}]","[818, 1507, 3358, 6464, 12198, 13014, 157667, 171964, 208611, 236458, 325765]","[35, 10751, 14, 27, 9648]",PG,2018-09-15,1
tt1540011,2016,89.0,5000000.0,"[829, 1632, 6302, 15159]",en,"['CA', 'US']","[{'id': 1223879, 'popularity': 0.2719}, {'id': 1486488, 'popularity': 0.6531}, {'id': 1232689, 'popularity': 1.0325}]","[{'id': 98631, 'popularity': 0.5166}]","[3352, 1261, 1890, 1891, 2217, 6152, 4884, 5774, 5729, 9720, 4382, 11665, 158176, 162177, 163053, 209568, 223620]","[53, 27]",R,2016-09-15,1
tt2279339,2015,107.0,17000000.0,"[23, 4205, 5490, 192716]",en,['US'],"[{'id': 3092, 'popularity': 2.539}, {'id': 1230, 'popularity': 3.2911}, {'id': 27105, 'popularity': 2.3039}]","[{'id': 16853, 'popularity': 0.4408}]","[65, 2398, 3373, 4498, 10235, 9229, 9935, 18035, 33574, 180778, 187056, 189966, 193594, 207317, 208571, 221296, 248870, 249713, 251872, 280263]","[35, 10751, 18]",PG-13,2015-11-12,0
tt6806448,2019,137.0,200000000.0,"[25998, 73669, 33]",en,['US'],"[{'id': 18918, 'popularity': 5.1872}, {'id': 976, 'popularity': 15.3075}, {'id': 17605, 'popularity': 5.6534}]","[{'id': 40684, 'popularity': 2.2024}]","[212, 1865, 3271, 7629, 9713, 15285, 18187, 167541, 179430, 179431, 240237, 240303, 240485]","[28, 12, 35]",PG-13,2019-07-31,1
tt1745960,2022,130.0,170000000.0,"[82819, 10288, 4]",en,['US'],"[{'id': 500, 'popularity': 11.9791}, {'id': 996701, 'popularity': 4.0107}, {'id': 6161, 'popularity': 7.5547}]","[{'id': 86270, 'popularity': 1.1122}]","[2533, 4410, 9663, 160381, 162365, 221092, 239588, 273967, 303310, 325761, 325773, 325804]","[28, 18]",PG-13,2022-05-21,1
tt30253473,2025,116.0,20000000.0,"[41077, 1422, 158407, 142269, 103376]",en,['US'],"[{'id': 118545, 'popularity': 3.808}, {'id': 16828, 'popularity': 4.5556}, {'id': 1253360, 'popularity': 9.0436}]","[{'id': 2518227, 'popularity': 1.0023}]","[242, 128, 13027, 14514, 162296, 187056, 190327, 212737, 248025, 325764]","[10749, 18]",R,2025-06-12,1
tt7510222,2024,94.0,100000000.0,"[33, 6704]",en,['US'],"[{'id': 4495, 'popularity': 4.1971}, {'id': 41091, 'popularity': 2.8167}, {'id': 23659, 'popularity': 3.5317}]","[{'id': 124748, 'popularity': 0.593}]","[9715, 3289, 9663, 163074, 179430, 179431, 208349, 209673]","[28, 16, 35, 10751, 878]",PG,2024-06-20,1
tt10374610,2025,108.0,20000000.0,"[1632, 221429, 829, 161357]",en,['US'],"[{'id': 2764542, 'popularity': 0.813}, {'id': 2761308, 'popularity': 0.9793}, {'id': 3033265, 'popularity': 1.0494}]","[{'id': 10943, 'popularity': 1.3177}]","[236, 818, 3230, 6733, 10683, 10349, 18068, 50009, 193897, 290902, 295907, 314730, 325853, 355116, 372198, 373754, 373756, 373757, 373759, 373760, 373809]","[878, 53, 27]",R,2025-09-10,1
tt9179430,2022,175.0,15354648.0,[7202],ta,['IN'],"[{'id': 93193, 'popularity': 1.7332}, {'id': 85720, 'popularity': 1.3395}, {'id': 1072750, 'popularity': 1.0171}]","[{'id': 1592411, 'popularity': 1.361}]","[1491, 10950, 14780, 219404, 302132, 302133, 352123]","[28, 80, 53]",PG-13,2022-06-02,1
tt2910904,2015,119.0,11930000.0,"[78549, 7584, 36733, 86902, 290, 33]",en,['AU'],"[{'id': 204, 'popularity': 5.5236}, {'id': 96066, 'popularity': 3.5083}, {'id': 6692, 'popularity': 1.6009}]","[{'id': 3047, 'popularity': 0.4207}]","[5657, 1415, 818, 1660, 10123, 6733, 4849, 6199, 9748, 14540, 15235, 155808, 157504, 160406, 165765, 172789, 177040, 187056, 190906, 193760, 198010, 205849, 207898, 208611, 208634, 237517, 283118, 315029]","[18, 35]",,2015-10-29,0
tt15163652,2023,146.0,12100000.0,[131148],ta,['IN'],"[{'id': 148360, 'popularity': 1.4685}, {'id': 1178639, 'popularity': 0.3486}, {'id': 585397, 'popularity': 1.0374}]","[{'id': 1341628, 'popularity': 0.3431}]",[],"[28, 80, 53, 35]",,2023-01-10,0
tt1974419,2016,117.0,7000000.0,"[856, 9, 67574, 50481, 2266]",en,['US'],"[{'id': 18050, 'popularity': 8.0508}, {'id': 1327613, 'popularity': 0.9581}, {'id': 20089, 'popularity': 6.744}]","[{'id': 21183, 'popularity': 1.0935}]","[931, 1003, 6259, 1523, 5919, 2669, 5857, 2887, 3182, 9887, 8181, 9823, 9826, 10232, 10809, 12670, 14558, 14794, 14818, 14895, 15479, 157465, 162335, 179044, 185351, 312898]",[27],R,2016-06-08,0
tt6105098,2019,118.0,260000000.0,"[2, 7297]",en,['US'],"[{'id': 5294, 'popularity': 3.8623}, {'id': 84292, 'popularity': 0.9638}, {'id': 119589, 'popularity': 2.0196}]","[{'id': 15277, 'popularity': 5.3546}]","[409, 2043, 3071, 11436, 4344, 6464, 9714, 9872, 13084, 18035, 188947, 209220, 240119, 245230]","[12, 18, 10751, 16]",PG,2019-07-12,1
tt23621682,2025,80.0,325000.0,[155744],en,['GB'],"[{'id': 228969, 'popularity': 1.4303}, {'id': 1813743, 'popularity': 0.2804}, {'id': 4273572, 'popularity': 0.0637}]","[{'id': 1725146, 'popularity': 0.1518}]","[7946, 15199, 223059, 241604, 354302]","[27, 53]",NR,2025-07-11,0
tt5719748,2019,119.0,60000000.0,"[694, 5111, 117591, 491]",en,['US'],"[{'id': 3896, 'popularity': 5.9027}, {'id': 1364004, 'popularity': 1.2526}, {'id': 78797, 'popularity': 0.5441}]","[{'id': 95972, 'popularity': 0.2692}]","[2231, 10123, 1981, 9714, 9748, 10176, 10794, 325853]","[80, 28, 18]",R,2019-02-07,0
tt2527336,2017,152.0,300000000.0,[1],en,['US'],"[{'id': 2, 'popularity': 4.0389}, {'id': 4, 'popularity': 2.3553}, {'id': 1023139, 'popularity': 2.6378}]","[{'id': 67367, 'popularity': 1.328}]","[2321, 2902, 6066, 3837, 9663, 161176, 202396, 371623]","[12, 28, 878]",PG-13,2017-12-13,1
tt8385474,2019,109.0,16000000.0,"[56, 7294, 10221, 69484, 275988]",en,['US'],"[{'id': 19838, 'popularity': 1.7027}, {'id': 92572, 'popularity': 4.0683}, {'id': 1530941, 'popularity': 1.4053}]","[{'id': 1212755, 'popularity': 0.5745}]","[5484, 9663, 9825, 15162, 182204, 208152]","[10751, 12, 18]",PG,2019-05-03,1
tt7869070,2019,88.0,18000000.0,"[77079, 117746, 117747, 101889, 101890, 122718, 20555, 121205]",en,['US'],"[{'id': 8891, 'popularity': 6.5929}, {'id': 50398, 'popularity': 1.8281}, {'id': 1251847, 'popularity': 0.5527}]","[{'id': 29783, 'popularity': 0.8295}]","[791, 3019, 3177, 10624, 9826, 10333, 12396, 170179, 178317, 201125, 201456, 325789, 325800, 325815, 325834]","[80, 53]",R,2019-08-30,0
tt4468740,2017,103.0,40000000.0,"[694, 437, 20664]",en,['GB'],"[{'id': 17064, 'popularity': 2.7563}, {'id': 39658, 'popularity': 3.0352}, {'id': 19923, 'popularity': 1.6973}]","[{'id': 101666, 'popularity': 0.4594}]","[212, 818, 9663, 10468, 13008, 15101, 18165, 155507, 209220, 209792, 267848, 275266, 319397, 325856, 355148]","[12, 35, 10751]",PG,2017-11-09,1
tt2231461,2018,107.0,120000000.0,"[73118, 12, 105751, 34081, 101832, 73669, 103376]",en,['US'],"[{'id': 18918, 'popularity': 5.1872}, {'id': 2038, 'popularity': 2.4492}, {'id': 50463, 'popularity': 3.3439}]","[{'id': 132876, 'popularity': 0.5224}]","[1299, 1994, 2766, 690, 11100, 5703, 5704, 13031, 41645, 158252, 158253, 161791, 163531, 189099, 189359, 244157, 245623, 245624, 245626]","[28, 12, 878]",PG-13,2018-04-11,1
tt19838634,2024,150.0,4300000.0,"[240692, 63187]",hi,['IN'],"[{'id': 1974970, 'popularity': 2.0519}, {'id': 1047711, 'popularity': 0.4494}, {'id': 1697412, 'popularity': 0.2316}]","[{'id': 1572166, 'popularity': 0.1068}]",[217282],"[18, 53]",,2024-08-02,0
tt6113488,2017,112.0,3000000.0,"[6427, 42733, 97584]",en,['US'],"[{'id': 6858, 'popularity': 1.6028}, {'id': 21711, 'popularity': 1.8211}, {'id': 6450, 'popularity': 2.8062}]","[{'id': 94471, 'popularity': 0.4847}]","[818, 3012, 186, 5565, 9672, 11038, 8778, 11001, 195240, 253695, 281585]",[18],PG,2017-04-07,1
tt5971474,2023,135.0,297000000.0,"[2, 17021, 2527]",en,['US'],"[{'id': 1735828, 'popularity': 1.8237}, {'id': 1599391, 'popularity': 1.5222}, {'id': 55536, 'popularity': 2.1066}]","[{'id': 17633, 'popularity': 0.7383}]","[616, 5938, 4344, 179411, 245230]","[12, 10751, 14, 10749]",PG,2023-05-18,0
tt5646136,2016,106.0,5000000.0,[107196],en,['US'],"[{'id': 219861, 'popularity': 0.2691}, {'id': 1375247, 'popularity': 0.0533}, {'id': 1766295, 'popularity': 0.0955}]","[{'id': 219861, 'popularity': 0.2691}, {'id': 1744296, 'popularity': 0.207}]","[818, 6084, 2946, 529, 6078, 2831, 6083, 10322, 9672, 10291, 12425, 33850, 165047, 173644, 187306, 192279, 206515, 220929, 232569, 250916]",[99],PG-13,2016-07-15,1
tt4799066,2018,91.0,2800000.0,"[17866, 73118, 33]",en,['US'],"[{'id': 98285, 'popularity': 1.9217}, {'id': 1053422, 'popularity': 2.8598}, {'id': 71403, 'popularity': 1.3581}]","[{'id': 932088, 'popularity': 0.2149}]","[2350, 2725, 6564, 10229, 12392, 12399, 14809, 15058, 155888, 163865, 164698, 171665, 181068, 188237, 199793, 226745, 233828]","[10749, 18]",PG-13,2018-03-22,1
tt4374460,2015,108.0,1379375.0,"[8698, 70098, 24870]",ro,['RO'],"[{'id': 479941, 'popularity': 0.1401}, {'id': 1427391, 'popularity': 0.068}, {'id': 592230, 'popularity': 0.0882}]","[{'id': 588822, 'popularity': 0.433}]","[596, 394, 179882, 207928]","[18, 36]",,2015-03-06,0
tt11762434,2021,88.0,20000000.0,"[68628, 121204, 41735, 25140]",en,['US'],"[{'id': 62, 'popularity': 5.3532}, {'id': 131781, 'popularity': 2.1469}, {'id': 81685, 'popularity': 2.947}]","[{'id': 2613318, 'popularity': 0.2333}]","[2902, 3386, 3388, 160515, 162484, 163252, 177178, 186497, 192962]","[878, 28, 12]",R,2021-03-12,0
